In which country is your primary residence?,Which of the following age groups best describes you?,What is the highest level of education you’ve achieved?,Gender: How do you identify? - Selected Choice,Do you identify as a member of the LGBTQIA+ Community?,Race: How do you identify? Select all that apply. - Selected Choice,What do you value most about open-source software? Please assign a percentage to each feature based on importance; total must add up to 100. - Speed of innovation,What do you value most about open-source software? Please assign a percentage to each feature based on importance; total must add up to 100. - Most economical option,What do you value most about open-source software? Please assign a percentage to each feature based on importance; total must add up to 100. - Most useful tools for my needs,What do you value most about open-source software? Please assign a percentage to each feature based on importance; total must add up to 100. - Avoid vendor lock-in,What do you value most about open-source software? Please assign a percentage to each feature based on importance; total must add up to 100. - Product quality,What do you value most about open-source software? Please assign a percentage to each feature based on importance; total must add up to 100. - Offers security,What do you value most about open-source software? Please assign a percentage to each feature based on importance; total must add up to 100. - Other (please indicate),What do you see as the biggest social problem in the data science/AI/ML space today? - Selected Choice,Where do you see the biggest technical challenges when it comes to using ML/AI to drive business value? Select all that apply. - Selected Choice,Do you feel you understand the current challenges in the data science space related to government regulations and the rise in generative AI?,What is your biggest concern regarding regulations for generative AI? Drag and drop to select in order of importance. - Ensuring transparency and explainability of AI models,What is your biggest concern regarding regulations for generative AI? Drag and drop to select in order of importance. - Addressing bias and fairness in AI algorithms,What is your biggest concern regarding regulations for generative AI? Drag and drop to select in order of importance. - Facilitating collaboration between academia and industry,What is your biggest concern regarding regulations for generative AI? Drag and drop to select in order of importance. - Balancing copyright and IP protections with innovation,What is your biggest concern regarding regulations for generative AI? Drag and drop to select in order of importance. - Other (please indicate),Were you aware of the NIST (National Institute of Standards and Technology) Artificial Intelligence Risk Management Framework that came out in the United States in January 2023?,"If your company operates in the United States, has your company issued new security protocols or warnings in response to the framework and White House directive?",The organization I work for is best classified as a:,Which of the following best describes your industry?,What is your primary job function? - Selected Choice,Which of the following best describes your current role?,Does your company use open-source software (OSS)?,What roadblocks are preventing your organization’s use of open-source? Select all that apply. - Selected Choice,How does your company ensure the open-source packages used for data science and machine learning are secure and meet enterprise security standards? Select all that apply. - Selected Choice,"If you chose manual checks, how much of your time/your team’s time is spent on these checks?",How much visibility do you have into which open-source software is being accessed by individual users in your organization?,How confident are you in your ability to identify and remediate vulnerabilities associated with open-source software?,Who makes the final decision on AI technologies used by your company? - Selected Choice,What risks are your company's executives most worried about regarding AI and OSS security? Select all that apply.,Do you think your company’s executives are focused on the right security risks?,"If no, what do you think should be the top priority? - Selected Choice",Does your company have set upskilling pathways to support employees learning new AI technologies on the job?,How do you typically learn about new tools and topics relevant to your role? Select all that apply. - Selected Choice,Do you feel your job is threatened by the rise of generative AI tools?,Has your company hired or plan on hiring any of the following roles? Select all that apply. - Selected Choice,How often do you use the following languages? - Python,How often do you use the following languages? - R,How often do you use the following languages? - Java,How often do you use the following languages? - JavaScript,How often do you use the following languages? - C/C++,How often do you use the following languages? - C#,How often do you use the following languages? - Julia,How often do you use the following languages? - HTML/CSS,How often do you use the following languages? - Bash/Shell,How often do you use the following languages? - SQL,How often do you use the following languages? - Go,How often do you use the following languages? - PHP,How often do you use the following languages? - Rust,How often do you use the following languages? - TypeScript,How often do you use the following languages? - Other (please indicate below),"In your work, how much more time have you spent this year on generative AI techniques such as generative adversarial networks (GANs), variational autoencoders (VAEs), or transformer models compared to last year?",What are you using Generative AI for? Select all that apply. - Selected Choice,"Right now, Is your company building new products with AI technologies?",Does your company have an internal process to review generative AI tools?,Is your company building internal tools such as LLMs?,Does your company have set upskilling pathways to support employees learning new technologies on the job?,How do you typically learn about new tools and topics relevant to your role? Select all that apply. - Selected Choice,Where do you conduct most of your model development and training?,Where do you deploy your models into production?,What roadblocks do you face when moving models to a production environment? Select all that apply. - Selected Choice,Do you contribute to OSS projects?,Do you use OSS in your current workflow?,To what extent does your current company support open science practices? Select all that apply. - Selected Choice,"Thinking about your current role, what tasks are most time consuming? Please assign a percentage to each feature based on importance; total must add up to 100. - Data preparation","Thinking about your current role, what tasks are most time consuming? Please assign a percentage to each feature based on importance; total must add up to 100. - Data cleansing","Thinking about your current role, what tasks are most time consuming? Please assign a percentage to each feature based on importance; total must add up to 100. - Data visualization","Thinking about your current role, what tasks are most time consuming? Please assign a percentage to each feature based on importance; total must add up to 100. - Model selection","Thinking about your current role, what tasks are most time consuming? Please assign a percentage to each feature based on importance; total must add up to 100. - Model training","Thinking about your current role, what tasks are most time consuming? Please assign a percentage to each feature based on importance; total must add up to 100. - Deploying models","Thinking about your current role, what tasks are most time consuming? Please assign a percentage to each feature based on importance; total must add up to 100. - Reporting and presentation","Thinking about your current role, what tasks are most time consuming? Please assign a percentage to each feature based on importance; total must add up to 100. - Other (please indicate)",How do you and your team deliver value to your organization using data? Select all that apply. - Selected Choice,Do you feel these data initiatives are delivering measurable value?,How are you reporting on these impacts? - Selected Choice,Do you feel your job is threatened by the rise of generative AI tools? - Selected Choice,Has your company already hired or plan on hiring any of the following roles? Select all that apply. - Selected Choice,How often do you use the following languages? - Python,How often do you use the following languages? - R,How often do you use the following languages? - Java,How often do you use the following languages? - JavaScript,How often do you use the following languages? - C/C++,How often do you use the following languages? - C#,How often do you use the following languages? - Julia,How often do you use the following languages? - HTML/CSS,How often do you use the following languages? - Bash/Shell,How often do you use the following languages? - SQL,How often do you use the following languages? - Go,How often do you use the following languages? - PHP,How often do you use the following languages? - Rust,How often do you use the following languages? - TypeScript,How often do you use the following languages? - Other (please indicate below),In what area do you think Python has the most opportunity for improvement? - Selected Choice,"What topics, tools, or skills are covered in your courses in preparation for entering the data science/ML field? Select all that apply.",How often is bias in AI/ML/data science discussed in classes or lectures?,"In your courses, which of the following is most commonly discussed or practiced?",How often are topics related to open-source security taught in classes or lectures?,What is the ideal setting that you would like to work in? - Selected Choice,"How often are generative AI techniques such as generative adversarial networks (GANs), variational autoencoders (VAEs), or transformer models taught in class?",How often are topics related to open-source security taught in classes or lectures?,"What do you perceive as the biggest barriers to open science (OSS, accessible code, etc.) in academia? - Selected Choice","In your opinion, what is the biggest obstacle to obtaining the experience required for a career in data science or related fields? - Selected Choice",What would be your ideal job title? - Selected Choice,How often do you use the following languages? - Python,How often do you use the following languages? - R,How often do you use the following languages? - Java,How often do you use the following languages? - JavaScript,How often do you use the following languages? - C/C++,How often do you use the following languages? - C#,How often do you use the following languages? - Julia,How often do you use the following languages? - HTML/CSS,How often do you use the following languages? - Bash/Shell,How often do you use the following languages? - SQL,How often do you use the following languages? - Go,How often do you use the following languages? - PHP,How often do you use the following languages? - Rust,How often do you use the following languages? - TypeScript,How often do you use the following languages? - Other (please indicate below),In what area do you think Python has the most opportunity for improvement? Select all that apply. - Selected Choice,"What topics, tools, or skills is your institution teaching students of data science and machine learning? Select all that apply.",How often is bias in AI/ML/data science taught in classes or lectures?,"In your courses, which of the following is most commonly discussed or practiced?",How often are topics related to open-source security taught in classes or lectures?,What do you perceive as the biggest barriers to open science in academia? - Selected Choice,Should universities bear the primary responsibility for  cultivating data science talent or should it be shared with bootcamps and internships? - Selected Choice
1.1,1.2,1.3,1.4,1.5,1.6,1.7_1,1.7_2,1.7_3,1.7_4,1.7_5,1.7_6,1.7_7,1.8,1.9,1.1,1.11_1,1.11_2,1.11_3,1.11_4,1.11_5,1.12,1.13,1.14,1.15,1.16,1.17,2.1,2.1.1,2.1.2,2.1.3,2.2,2.3,2.4,2.5,2.6,2.6.1,2.7,2.8,2.9,2.1,3.1_1,3.1_2,3.1_3,3.1_4,3.1_5,3.1_6,3.1_7,3.1_8,3.1_9,3.1_10,3.1_11,3.1_12,3.1_13,3.1_14,3.1_15,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.1,3.11,3.12,3.13,3.14,3.15,3.16_1,3.16_2,3.16_3,3.16_4,3.16_5,3.16_6,3.16_7,3.16_8,3.17,3.18,3.18.1,3.19,3.2,5.1_1,5.1_2,5.1_3,5.1_4,5.1_5,5.1_6,5.1_7,5.1_8,5.1_9,5.1_10,5.1_11,5.1_12,5.1_13,5.1_14,5.1_15,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.1,5.11,5.12,4.1_1,4.1_2,4.1_3,4.1_4,4.1_5,4.1_6,4.1_7,4.1_8,4.1_9,4.1_10,4.1_11,4.1_12,4.1_13,4.1_14,4.1_15,4.2,4.3,4.4,4.5,4.6,4.7,4.8
AFGHANISTAN,26-41,BACHELOR’S DEGREE,FEMALE,YES,WHITE,20,20,10,10,30,10,0,SOCIAL IMPACTS FROM BIAS IN DATA AND MODELS,LACK OF TOOLS/RESOURCES FOR MODEL BUILDING,YES,,,,,,YES,NO,EDUCATIONAL INSTITUTION,EDUCATION,PROFESSOR/INSTRUCTOR/RESEARCHER,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,15,26,,,28,40,50,74,40,38,,47,,"SPEED,MEMORY CONSUMPTION","COMMUNICATION SKILLS,BIG DATA MANAGEMENT","FREQUENTLY, IN MULTIPLE CLASSES AND LECTURES.",MODEL BUILDING/CODING,"FREQUENTLY, IN MULTIPLE CLASSES AND LECTURES",LACK OF INCENTIVES,SELF-LEARNING AND ALTERNATIVE EDUCATION ARE MORE EFFECTIVE
AFGHANISTAN,26-41,BACHELOR’S DEGREE,NON-BINARY,NO,EAST ASIAN,10,20,10,10,20,30,0,SOCIAL IMPACTS FROM BIAS IN DATA AND MODELS,OVERALL ADOPTION OF AI ON A COMPANY SCALE,NO,1,2,3,4,5,YES,UNSURE,GOVERNMENT AGENCY,,RESEARCH SCIENTIST,DATA SCIENCE PRACTITIONER,,,,,,,,,,,,,,,15,13,18,15,16,18,10,12,19,29,26,27,34,,,SLIGHTLY MORE,AUTOMATING TASKS,NO,NO,NO,NO,FREE VIDEO CONTENT (E.G. YOUTUBE),ON-PREMISES LOCAL SERVER,IN THE CLOUD,"RE-CODING MODELS FROM PYTHON/R TO ANOTHER LANGUAGE,SECURING DATA CONNECTIVITY",YES,NO,PROVIDES RESOURCES AND GUIDANCE ON HOW TO CONDUCT OPEN SCIENCE WHILE PROTECTING PROPRIETARY TECHNOLOGIES OR DATA,10,20,20,10,10,20,10,0,"INCREASING REVENUE,RESEARCH AND INNOVATION",YES,AD-HOC,UNSURE,AI DATA ANALYST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFGHANISTAN,26-41,BACHELOR’S DEGREE,MALE,YES,WHITE,20,10,20,10,20,20,0,ADVANCED INFORMATION WARFARE,"HIGHER INTEREST BUT LESS SUPPORT/BUDGET FOR DRIVING BUSINESS VALUE,OVERALL ADOPTION OF AI ON A COMPANY SCALE",YES,1,2,5,3,4,YES,UNSURE,COMMERCIAL (FOR-PROFIT) ENTITY,ELECTRONICS,RESEARCH SCIENTIST,IT ADMIN / INFORMATION SECURITY,YES,,"WE USE A VULNERABILITY SCANNER,WE USE A MANAGED REPOSITORY",,SOME,SOMEWHAT CONFIDENT,IT SYSTEM ADMIN,"SENSITIVE/CLASSIFIED DATA USAGE,DATA BREACH,CVES",YES,,YES,"READING TECHNICAL BOOKS, BLOGS, NEWSLETTERS, AND PAPERS,FREE VIDEO CONTENT (E.G. YOUTUBE),PAID ONLINE COURSES (E.G. ANACONDA LEARNING, COURSERA, SPRINGBOARD, EDX),PAID UNIVERSITY COURSES",YES,"AI ENGINEER,AI DATA ANALYST,AI AUDITOR,AI ETHICIST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFGHANISTAN,26-41,BACHELOR’S DEGREE,MALE,YES,WHITE,20,10,30,20,15,5,0,ADVANCED INFORMATION WARFARE,"HIGHER INTEREST BUT LESS SUPPORT/BUDGET FOR DRIVING BUSINESS VALUE,OVERALL ADOPTION OF AI ON A COMPANY SCALE",YES,1,5,2,3,4,YES,UNSURE,COMMERCIAL (FOR-PROFIT) ENTITY,ELECTRONICS,RESEARCH SCIENTIST,IT ADMIN / INFORMATION SECURITY,YES,,"WE USE A VULNERABILITY SCANNER,WE USE A MANAGED REPOSITORY",,SOME,SOMEWHAT CONFIDENT,IT SYSTEM ADMIN,"SENSITIVE/CLASSIFIED DATA USAGE,DATA BREACH,CVES,REPO MAINTENANCE LAPSES",YES,,YES,"READING TECHNICAL BOOKS, BLOGS, NEWSLETTERS, AND PAPERS,FREE VIDEO CONTENT (E.G. YOUTUBE),PAID ONLINE COURSES (E.G. ANACONDA LEARNING, COURSERA, SPRINGBOARD, EDX)",YES,"AI ENGINEER,AI DATA ANALYST,AI AUDITOR,AI ETHICIST,BIG DATA ENGINEER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFGHANISTAN,42-57,MASTER’S DEGREE,MALE,YES,WHITE,100,0,0,0,0,0,0,ADVANCED INFORMATION WARFARE,OVERALL ADOPTION OF AI ON A COMPANY SCALE,YES,1,3,2,4,5,YES,YES,COMMERCIAL (FOR-PROFIT) ENTITY,MEDIA,DATA SCIENTIST,IT ADMIN / INFORMATION SECURITY,YES,,"WE USE A VULNERABILITY SCANNER,WE USE A MANAGED REPOSITORY",,SOME,SOMEWHAT CONFIDENT,IT SYSTEM ADMIN,SENSITIVE/CLASSIFIED DATA USAGE,YES,,YES,"READING TECHNICAL BOOKS, BLOGS, NEWSLETTERS, AND PAPERS,COMMUNITY PLATFORMS AND FORUMS",YES,"AI ENGINEER,AI AUDITOR,MACHINE MANAGER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFGHANISTAN,42-57,MASTER’S DEGREE,MALE,YES,WHITE,50,0,0,0,50,0,0,ADVANCED INFORMATION WARFARE,HIGHER INTEREST BUT LESS SUPPORT/BUDGET FOR DRIVING BUSINESS VALUE,YES,1,3,2,4,5,YES,YES,COMMERCIAL (FOR-PROFIT) ENTITY,MEDIA,DATA ENGINEER,IT ADMIN / INFORMATION SECURITY,YES,,"WE USE A MANAGED REPOSITORY,MANUAL CHECKS AGAINST A VULNERABILITY DATABASE",25%,SOME,SOMEWHAT CONFIDENT,I DO,DATA BREACH,YES,,YES,"READING TECHNICAL BOOKS, BLOGS, NEWSLETTERS, AND PAPERS,COMMUNITY PLATFORMS AND FORUMS",YES,"AI ENGINEER,PROMPT ENGINEER,MACHINE MANAGER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFGHANISTAN,26-41,HIGH SCHOOL OR EQUIVALENT,FEMALE,YES,,20,20,20,10,10,10,10,A REDUCTION IN JOB OPPORTUNITIES CAUSED BY AUTOMATION,HIGHER INTEREST BUT LESS SUPPORT/BUDGET FOR DRIVING BUSINESS VALUE,YES,5,3,2,1,4,YES,YES,COMMERCIAL (FOR-PROFIT) ENTITY,ENGINEERING,RESEARCH SCIENTIST,IT ADMIN / INFORMATION SECURITY,YES,,WE USE A VULNERABILITY SCANNER,,COMPLETE VISIBILITY,SOMEWHAT CONFIDENT,I DO,"SENSITIVE/CLASSIFIED DATA USAGE,DATA BREACH",YES,,YES,"READING TECHNICAL BOOKS, BLOGS, NEWSLETTERS, AND PAPERS",YES,AI ENGINEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFGHANISTAN,26-41,DOCTORAL DEGREE,FEMALE,YES,WHITE,20,30,25,14,10,1,0,OTHER (PLEASE INDICATE BELOW),"HIGHER INTEREST BUT LESS SUPPORT/BUDGET FOR DRIVING BUSINESS VALUE,OVERALL ADOPTION OF AI ON A COMPANY SCALE,ISSUES AROUND DEPLOYMENT AND MODEL MONITORING,COMPANY REQUIRING IN-HOUSE MODELS SUCH AS LLMS",YES,1,2,3,4,5,YES,NO,GOVERNMENT AGENCY,GOVERNMENT,DATA SCIENTIST,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,49,100,94,53,30,32,21,100,100,54,50,28,41,,SECURITY MEASURES,"BUSINESS KNOWLEDGE,ENGINEERING SKILLS,MACHINE LEARNING,DEEP LEARNING,ETHICS IN DATA SCIENCE/MACHINE LEARNING","FREQUENTLY, IN MULTIPLE CLASSES AND LECTURES.",MODEL BUILDING/CODING,"FREQUENTLY, IN MULTIPLE CLASSES AND LECTURES",CULTURE OF COMPETITION AND SECRECY,LIMITED ROLE; INDUSTRY SHOULD TAKE THE LEAD
AFGHANISTAN,26-41,BACHELOR’S DEGREE,MALE,YES,WHITE,11,22,32,12,11,12,0,LACK OF DIVERSITY AND INCLUSION IN THE PROFESSION,HIGHER INTEREST BUT LESS SUPPORT/BUDGET FOR DRIVING BUSINESS VALUE,YES,,,,,,YES,YES,COMMERCIAL (FOR-PROFIT) ENTITY,INSURANCE,RESEARCH SCIENTIST,IT ADMIN / INFORMATION SECURITY,YES,,"WE USE A MANAGED REPOSITORY,MANUAL CHECKS AGAINST A VULNERABILITY DATABASE",25%,NONE,NOT CONFIDENT,C-SUITE LEVEL,"SENSITIVE/CLASSIFIED DATA USAGE,LICENSE RISK",YES,,YES,"READING TECHNICAL BOOKS, BLOGS, NEWSLETTERS, AND PAPERS,PAID ONLINE COURSES (E.G. ANACONDA LEARNING, COURSERA, SPRINGBOARD, EDX)",YES,AI DATA ANALYST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
